GO	term	class	p	p_corr	n_genes	n_study	n_go	study_genes	per	class_label
GO:0000139	Golgi membrane	cellular_component	6.464588267111867e-18	3.921021422013621e-16	190	4582	483	['B4GALT2', 'GALNT15', 'B3GALNT1', 'VAPA', 'ST6GALNAC1', 'PCSK5', 'MBTPS1', 'MGAT4B', 'B4GALNT1', 'GBF1', 'MAN1A1', 'MAN2A2', 'ABO', 'GALNT1', 'GALNT2', 'GALNT3', 'MAN2A1', 'HLA-A', 'B3GNT5', 'HLA-B', 'HLA-C', 'PDGFA', 'PDGFB', 'CHST14', 'HLA-DPA1', 'HLA-DPB1', 'HLA-DQA1', 'INS', 'HLA-DQB1', 'VPS45', 'HLA-DRA', 'HLA-DRB1', 'COPE', 'B2M', 'COPB2', 'HLA-E', 'CD55', 'DAG1', 'NCAM1', 'GABARAPL2', 'C1GALT1', 'EXT1', 'EXT2', 'EXTL2', 'FTCD', 'GCNT1', 'B3GNT3', 'PLD3', 'GALNT7', 'RTN1', 'TMBIM1', 'DIPK2A', 'B3GAT3', 'ASAP1', 'RAB8A', 'B4GALT1', 'CHST13', 'B3GNT8', 'SNAP29', 'XYLT1', 'XYLT2', 'QSOX1', 'ST6GAL2', 'FAM20C', 'MGAT1', 'MGAT2', 'MGAT3', 'MAN1A2', 'MGAT5', 'AP1B1', 'ST3GAL6', 'AP1G1', 'CHST15', 'SLC35A4', 'BSG', 'HPD', 'GLG1', 'HS6ST1', 'SURF4', 'A4GALT', 'FAM20B', 'PKD1', 'GOLIM4', 'AP1S2', 'PLA2G4A', 'AP1M1', 'CHST12', 'SGCE', 'TMED2', 'LMAN2', 'PITPNB', 'ST8SIA5', 'ADAM17', 'GNAI3', 'SCFD1', 'ATG9A', 'CREB3L3', 'TMED10', 'ST8SIA4', 'CHPF', 'PDGFC', 'RAB1A', 'RAB2A', 'ACBD3', 'TAPBP', 'RAB6A', 'GOLGA2', 'QSOX2', 'NOTCH1', 'NOTCH2', 'NOTCH3', 'NOTCH4', 'DNM2', 'CHST3', 'KRAS', 'GALNT14', 'TPST2', 'TPST1', 'NDST1', 'CHST10', 'GALNT10', 'UXS1', 'B4GAT1', 'COPA', 'COPB1', 'COPZ1', 'COPG1', 'GAL3ST1', 'FOLR1', 'MAN1C1', 'GNPTAB', 'NDST2', 'LALBA', 'TMED7', 'B3GALT6', 'POMGNT1', 'COPG2', 'MANEA', 'GALNT12', 'ST6GAL1', 'SEC22B', 'CHST11', 'B3GNT7', 'ST3GAL1', 'CHST1', 'ST3GAL4', 'CAV1', 'HUWE1', 'RAB6B', 'ATF6B', 'ENTPD4', 'SLC2A1', 'LFNG', 'ARCN1', 'ARF1', 'ARF4', 'SACM1L', 'ATF6', 'C1GALT1C1', 'OSBP', 'GORASP2', 'OPTN', 'ARRB1', 'YKT6', 'LMAN1', 'USO1', 'SPRING1', 'PYCARD', 'FURIN', 'B3GNT2', 'PDGFD', 'ST6GALNAC5', 'CD59', 'PCSK7', 'GLIPR2', 'CD74', 'TMED9', 'CHSY3', 'RAB1B', 'GALNT6', 'GALNT5', 'TNFRSF1A', 'FUT8', 'CDH1', 'STX6', 'ALDH7A1', 'GALNT4', 'PROS1', 'SORL1', 'B4GALT3']	0.39337474120082816	Cellular Component
GO:0005794	Golgi apparatus	cellular_component	1.4761321222191585e-17	8.62170502496153e-16	259	4582	720	['B4GALT2', 'VAPB', 'GALNT15', 'PDXDC1', 'PCSK5', 'MBTPS1', 'FAM114A1', 'HIP1', 'GBF1', 'MAN1A1', 'ABO', 'GALNT1', 'GALNT2', 'GALNT3', 'GALT', 'HLA-A', 'HLA-B', 'HLA-C', 'MAN2A1', 'AFTPH', 'SPP1', 'ACHE', 'MYOC', 'RGS19', 'ACO1', 'GOLM2', 'SPRR3', 'COPE', 'STK26', 'B2M', 'KIAA0319L', 'SCYL1', 'BACE1', 'RTN3', 'GBP1', 'SCRG1', 'GOLM1', 'EXT1', 'EXT2', 'GOLPH3', 'DBI', 'EXTL1', 'HEPACAM2', 'GNPTG', 'GALNT7', 'LRRC4', 'ADAM10', 'NDRG2', 'GALNT18', 'GALNT16', 'POF1B', 'GASK1B', 'TMBIM1', 'B3GAT3', 'ASAP1', 'STX12', 'B4GALT1', 'SORT1', 'S100A3', 'XYLT1', 'XYLT2', 'ACSL3', 'PROC', 'QSOX1', 'RAB10', 'ST6GAL2', 'FAM20C', 'BPNT2', 'TMEM130', 'SERPINA1', 'SLC38A10', 'MGAT1', 'MGAT2', 'MAN1A2', 'MGAT5', 'GLA', 'CLIC5', 'TM9SF2', 'AP1B1', 'AP1G1', 'CPQ', 'CANT1', 'BST2', 'LIPG', 'GLG1', 'TPP1', 'SCOC', 'CLN5', 'PRMT5', 'DPY30', 'SURF4', 'FAM20B', 'SEC16A', 'AHSG', 'GOLIM4', 'MYDGF', 'AP1S2', 'PLA2G4A', 'DLG1', 'FAM3C', 'TMED2', 'LMAN2', 'KDR', 'STIP1', 'ITM2C', 'FGFR3', 'FGFR4', 'ATG9A', 'TMED10', 'ST8SIA4', 'ITM2B', 'RAB2A', 'PLOD1', 'PLOD2', 'ACBD3', 'STK24', 'WDR77', 'RAB6A', 'AP3D1', 'ARHGAP21', 'GOLGA2', 'PLSCR1', 'RAB27B', 'NPY', 'QSOX2', 'VCAM1', 'GASK1A', 'ARAP1', 'CA4', 'PCSK9', 'RBX1', 'WDR44', 'SECTM1', 'VGF', 'ENTPD7', 'CUL3', 'GALNT14', 'TPST2', 'TPST1', 'NDST1', 'CHST10', 'GALNT10', 'UXS1', 'ENPP7', 'PLOD3', 'B4GAT1', 'COPB1', 'COPG1', 'CALU', 'GDF15', 'ASAH2', 'GNPTAB', 'TMED5', 'CAPN2', 'NUCB1', 'NDST2', 'NUCB2', 'BSDC1', 'SHH', 'TMED7', 'B3GALT6', 'DNM1L', 'APLP1', 'MANEA', 'GALNT12', 'GRN', 'ST6GAL1', 'CST7', 'CPE', 'SCAMP2', 'SCLY', 'ST3GAL1', 'CAV1', 'PMEL', 'NCSTN', 'APOE', 'APOH', 'APP', 'AP3B1', 'CBL', 'CERT1', 'RAB6B', 'SYAP1', 'ATF6B', 'LDLR', 'ENTPD4', 'TMED4', 'TGOLN2', 'SACM1L', 'ARF6', 'AKR7A2', 'SART1', 'ATF6', 'OSBP', 'RAB3GAP1', 'ARL3', 'GORASP2', 'OPTN', 'RAB18', 'IGF2R', 'MANSC1', 'YKT6', 'SPINT2', 'RAB34', 'MALRD1', 'CD14', 'PPT1', 'EGFR', 'LACTB2', 'USO1', 'MTOR', 'PSMG1', 'CD33', 'SRGN', 'GLCE', 'CD36', 'FURIN', 'ENTPD6', 'SEC23IP', 'AOC3', 'CST3', 'TIMM50', 'AKR7A3', 'MTTP', 'CCAR1', 'LRP6', 'MACF1', 'CD74', 'TMED9', 'PRKCD', 'RAB1B', 'CLINT1', 'LTBR', 'GALNT6', 'LRBA', 'GALNT5', 'MAPK1', 'ATP1A3', 'MAPK3', 'TANGO2', 'GKN1', 'PDCD10', 'LYN', 'LYZ', 'MAP2K1', 'CDH1', 'GGA1', 'FAM20A', 'MAP2K2', 'PLIN3', 'FAM177A1', 'STX6', 'GALNT4', 'MAN1B1', 'HTT', 'MASP2', 'SORL1', 'FCMR', 'B4GALT3']	0.3597222222222222	Cellular Component
GO:0005764	lysosome	cellular_component	5.80575687015086e-17	3.269885208652824e-15	105	4582	220	['HEXA', 'HEXB', 'LGMN', 'PLBD1', 'CTSF', 'GALC', 'PSAP', 'MAN2B1', 'HLA-DRA', 'CTSC', 'ACP2', 'SRC', 'NAGLU', 'GBA1', 'BACE1', 'UNC13D', 'VPS16', 'RILP', 'PLD3', 'ADA', 'CREG1', 'ACE', 'HPSE', 'PLA2G15', 'SORT1', 'TINAGL1', 'TINAG', 'NEU1', 'GLA', 'GLB1', 'SNX6', 'AGA', 'TPP1', 'CLN5', 'AKR1B10', 'CLTA', 'CLTC', 'IFI30', 'RAB7A', 'ITM2C', 'LAMTOR1', 'STX7', 'GNS', 'DNASE2', 'PCYOX1', 'PCSK9', 'PLD4', 'NPC1', 'MPO', 'DPP7', 'NAPSA', 'MAN2B2', 'SFTPD', 'HYAL1', 'LAMTOR5', 'SGSH', 'TMEM59', 'LARS1', 'LAMP1', 'GRN', 'NPC2', 'CST7', 'LAMP2', 'VPS26A', 'IRGQ', 'APP', 'IDS', 'CTSA', 'AP3M1', 'LDLR', 'ARSG', 'TFRC', 'USP5', 'CD1D', 'LIPA', 'ARSA', 'TIAL1', 'PPT1', 'LAMTOR4', 'TMEM9', 'ASAH1', 'MTOR', 'PRCP', 'ATP6AP2', 'LRP2', 'SMPD1', 'CHID1', 'FUCA1', 'FUCA2', 'EPDR1', 'SNCA', 'CTSB', 'CTSD', 'CTSG', 'CTSH', 'CTSK', 'CTSL', 'CTSV', 'CTSO', 'CTSS', 'CTSW', 'CTSZ', 'HCK', 'GAA', 'SNX1']	0.4772727272727273	Cellular Component
GO:0005925	focal adhesion	cellular_component	7.333489621509058e-16	3.9879010803861327e-14	67	4582	119	['TGFB1I1', 'CASS4', 'EZR', 'MAPRE1', 'ITGBL1', 'SYNPO2', 'ITGA11', 'LIMA1', 'LIMS1', 'PTPN11', 'EFNA1', 'TES', 'ILK', 'ZYX', 'GIT1', 'THSD1', 'PDLIM7', 'CFL1', 'TLN1', 'LPP', 'TNS3', 'ENAH', 'ZNF185', 'PARVA', 'CPNE3', 'DAG1', 'RDX', 'TLN2', 'PARVB', 'FGFR3', 'ADAM17', 'ACTN1', 'ACTN2', 'ACTN3', 'CAV1', 'ITGA1', 'ITGA2', 'LASP1', 'ITGA5', 'PLEC', 'LCP1', 'MAPK1', 'FHL2', 'FERMT2', 'MAPK3', 'ITGAV', 'MAPRE2', 'MAP2K1', 'NEXN', 'ITGB1', 'ITGB2', 'ITGB3', 'ITGB4', 'ITGB5', 'MAP2K2', 'HCK', 'ITGB7', 'RSU1', 'SDC4', 'PTK2', 'PALLD', 'TNS1', 'VASP', 'PGM5', 'VCL', 'NRP1', 'MSN']	0.5630252100840336	Cellular Component
GO:1990904	ribonucleoprotein complex	cellular_component	1.880211706484324e-15	9.883646203752598e-14	66	4582	118	['RPL22', 'NPM1', 'SRRT', 'EPRS1', 'RPL27', 'EFL1', 'EEF2', 'IGF2BP1', 'ILF2', 'DDX17', 'ILF3', 'FMR1', 'RPLP0', 'DAZAP1', 'CELF1', 'GAPDH', 'YBX1', 'PABPN1', 'HNRNPR', 'CPSF6', 'RPS3', 'RPS3A', 'RPS4X', 'RPS5', 'RPS6', 'CBX5', 'SYNCRIP', 'HNRNPL', 'PABPC4', 'RPS7', 'RPS8', 'ACTB', 'HNRNPU', 'RPS9', 'HNRNPA3', 'RBM14', 'NUP98', 'MEPCE', 'NCBP1', 'BOP1', 'ACTN4', 'RO60', 'NCL', 'SSB', 'XPO1', 'XRCC5', 'RPL13A', 'HSPA1A', 'PABPC1', 'HNRNPA1', 'RPL4', 'HNRNPA2B1', 'HNRNPAB', 'RPL5', 'HNRNPD', 'HNRNPF', 'HSPA8', 'HNRNPH1', 'HNRNPH2', 'DDX1', 'HNRNPH3', 'DDX5', 'HNRNPK', 'RPL7', 'TOP2A', 'DHX9']	0.559322033898305	Cellular Component
GO:0101003	ficolin-1-rich granule membrane	cellular_component	9.753007046491204e-15	4.876115707122122e-13	42	4582	61	['RHOA', 'CD93', 'MGAM', 'ATP6V0C', 'SERPINB6', 'ATP6V0A1', 'SERPINB10', 'DSC1', 'FCER1G', 'AP2A2', 'COPB1', 'DSG1', 'PTPRN2', 'DSP', 'PRCP', 'ATP6AP2', 'LILRB2', 'SERPINB12', 'CD300A', 'SIGLEC14', 'NBEAL2', 'UBR4', 'DOK3', 'DIAPH1', 'CD55', 'CD58', 'PKP1', 'NFASC', 'LAMP1', 'DYNLL1', 'LAMP2', 'SIRPA', 'ENPP4', 'LAMTOR1', 'CR1', 'ADAM8', 'ITGB2', 'SLC2A3', 'GAA', 'LGALS3', 'RAC1', 'NCKAP1L']	0.6885245901639344	Cellular Component
GO:0001527	microfibril	cellular_component	9.894464339119082e-15	4.876115707122122e-13	25	4582	27	['THSD4', 'TGFBI', 'COL6A1', 'COL6A2', 'COL6A3', 'HSPG2', 'MFAP2', 'MFAP4', 'MFAP5', 'FBLN2', 'FBN1', 'FBN2', 'VTN', 'COL16A1', 'ADAMTSL5', 'LOX', 'LOXL1', 'VCAN', 'EMILIN2', 'LTBP1', 'LTBP2', 'LTBP3', 'LOXL3', 'DCN', 'EMILIN1']	0.9259259259259259	Cellular Component
GO:0071013	catalytic step 2 spliceosome	cellular_component	2.282592421431577e-14	1.0624054945455465e-12	54	4582	92	['DHX16', 'RALY', 'SART1', 'SRRM1', 'U2AF1', 'SRSF1', 'SF3B3', 'SF3B1', 'PNN', 'SF3A2', 'BCAS2', 'EIF4A3', 'PPIL3', 'SF3A1', 'SYNCRIP', 'SNRNP200', 'HNRNPA3', 'PPIL1', 'HNRNPM', 'SNRNP40', 'PRP4K', 'SF3A3', 'DDX23', 'PRPF19', 'ALYREF', 'RBM8A', 'PRPF6', 'LSM2', 'CDC5L', 'MTREX', 'PRPF8', 'SNRPA1', 'SRRM2', 'SNRPD1', 'SNRPD2', 'PABPC1', 'HNRNPA1', 'SNRPD3', 'HNRNPA2B1', 'SNRPE', 'HNRNPC', 'SF3B2', 'HNRNPF', 'SNRPF', 'HNRNPH1', 'AQR', 'SNRPG', 'HNRNPK', 'DDX5', 'HNRNPU', 'XAB2', 'LSM3', 'HNRNPR', 'EFTUD2']	0.5869565217391305	Cellular Component
GO:0022625	cytosolic large ribosomal subunit	cellular_component	2.290538161987862e-14	1.0624054945455465e-12	38	4582	56	['RPL10A', 'RPL21', 'RPL22', 'RPL23A', 'RPL23', 'RPL24', 'RPL27', 'RPL30', 'RPL27A', 'RPL28', 'RPL31', 'RPL32', 'RPL35A', 'RPL37A', 'RPL38', 'RPLP0', 'RPLP1', 'RPLP2', 'RPL14', 'RPL35', 'RPL13A', 'RPL3', 'RPL4', 'RPL5', 'RPL6', 'RPL7', 'RPL7A', 'RPL8', 'RPL9', 'RPL10', 'RPL11', 'RPL12', 'RPL13', 'RPL15', 'RPL17', 'RPL18', 'RPL18A', 'RPL19']	0.6785714285714286	Cellular Component
GO:0045121	membrane raft	cellular_component	3.589783236909846e-14	1.6174537613162362e-12	64	4582	118	['GPC1', 'SELE', 'GP6', 'ACE2', 'S100A10', 'TGFBR2', 'MYADM', 'SLC9A1', 'KCNE3', 'RAP2B', 'ANGPT1', 'THY1', 'LAT', 'CD14', 'MYO1C', 'PPT1', 'EGFR', 'STOML2', 'GPRC5B', 'CD226', 'SULF1', 'ANXA2', 'TPP1', 'AHNAK', 'CD36', 'FURIN', 'BTK', 'CAPN2', 'CD44', 'CD48', 'CD55', 'VDAC2', 'KDR', 'ADAM17', 'MME', 'CAVIN1', 'CAV1', 'DMD', 'TNFRSF1B', 'TNFRSF1A', 'APP', 'TEK', 'FAS', 'CBL', 'CTSD', 'FLOT1', 'SERPINH1', 'FYN', 'ITGB1', 'LDHB', 'LYN', 'SLC1A2', 'ATP2B4', 'PGK1', 'PLSCR1', 'ZAP70', 'SDCBP', 'CAVIN2', 'CXADR', 'IL6ST', 'PRNP', 'STOM', 'STX12', 'VCL']	0.5423728813559322	Cellular Component
GO:0005912	adherens junction	cellular_component	6.087690483020545e-14	2.666746636589833e-12	64	4582	119	['EZR', 'FLOT2', 'JUP', 'FAT4', 'FAT1', 'CELSR1', 'FAT2', 'LDB3', 'CDH20', 'NDRG1', 'PDLIM3', 'CELSR2', 'HMCN1', 'ZYX', 'PDLIM1', 'PTPRM', 'CDHR2', 'TJP1', 'PDLIM7', 'FAT3', 'PKP3', 'TLN1', 'PVR', 'NECTIN1', 'ACTB', 'SNAP23', 'PKP1', 'NECTIN4', 'ESAM', 'RDX', 'TNKS1BP1', 'CTNNA1', 'NIBAN2', 'NECTIN3', 'PGM5', 'CTNNB1', 'CTNND1', 'SCRIB', 'VEGFA', 'PARD3', 'CDH19', 'FLOT1', 'FERMT2', 'CDH1', 'CDH2', 'CDH3', 'CDH4', 'CDH5', 'CDH6', 'CDH8', 'CDH9', 'CDH10', 'CDH11', 'POF1B', 'PDLIM5', 'CDH13', 'CDH15', 'ADD1', 'CDH17', 'CXADR', 'VCL', 'FRMD4B', 'PPP1CA', 'MSN']	0.5378151260504201	Cellular Component
GO:0009897	external side of plasma membrane	cellular_component	6.529949072001069e-14	2.7831701855528878e-12	113	4582	268	['IL13RA1', 'HLA-A', 'HLA-B', 'HLA-C', 'SPN', 'ENPP3', 'AZGP1', 'HLA-DRB1', 'RTN4R', 'PECAM1', 'TNFRSF14', 'HLA-E', 'MCAM', 'NCAM1', 'TNFRSF11A', 'CLEC4M', 'F2', 'ADA', 'ACE', 'LILRB1', 'F10', 'GFRA1', 'GFRA2', 'CD163', 'GFRA3', 'CD209', 'B4GALT1', 'CD84', 'GHR', 'FCRL1', 'PTPRC', 'FCER1G', 'FCER2', 'FCGR2A', 'FCGR3A', 'FCGR3B', 'FCGRT', 'CD163L1', 'GPC4', 'FGA', 'FGB', 'ANTXR1', 'FGG', 'PLG', 'CXCL12', 'VCAM1', 'ADGRA3', 'CNTFR', 'CA4', 'GP1BA', 'SELE', 'SELL', 'SELP', 'ICOSLG', 'SEMA7A', 'CD248', 'FOLR1', 'FOLR2', 'MUC16', 'IDE', 'ECE1', 'FAS', 'SLAMF1', 'LDLR', 'LEPR', 'MILR1', 'CD200R1', 'TFR2', 'TFRC', 'KLRK1', 'TGFBR2', 'LIFR', 'TGFBR3', 'CD1A', 'CD1B', 'CD1C', 'CD1D', 'THBS1', 'SCUBE1', 'EFNA5', 'CD8A', 'CSF2RA', 'THY1', 'CD14', 'CD226', 'CD27', 'P4HB', 'CD86', 'ATP6AP2', 'ASGR1', 'ASGR2', 'CD33', 'CD34', 'CLEC14A', 'PDCD1LG2', 'CD59', 'FCRL5', 'BCAM', 'OSMR', 'SLAMF7', 'LY9', 'RTN4RL2', 'ENG', 'IL2RA', 'IL2RG', 'IL4R', 'IL5RA', 'SERPINA5', 'IL6R', 'IL6ST', 'IL7R', 'EPHA5', 'CD276']	0.4216417910447761	Cellular Component
GO:0016020	membrane	cellular_component	1.714389389386004e-13	7.114715965951916e-12	392	4582	1255	['MAN1A1', 'KREMEN1', 'CRIM1', 'MAPT', 'ACHE', 'RGS19', 'LILRB2', 'NCF1', 'ACP2', 'ACP5', 'ACTB', 'KIAA0319L', 'ACTG1', 'EVPL', 'LAMC3', 'CLEC4M', 'ADA', 'F7', 'F9', 'CD209', 'ADD3', 'SORT1', 'ACSL1', 'TMEM132C', 'MGAT3', 'MGAT5', 'MGST2', 'MGST3', 'SCD', 'JAG1', 'ATP6V1D', 'PGRMC2', 'CCL2', 'AKT1', 'CCL5', 'ADGRF5', 'TOMM40', 'SRPX', 'GPNMB', 'ALDH3A1', 'ALDH3A2', 'SUCO', 'FKBP1A', 'ALOX12', 'CXCL12', 'PEAR1', 'SECTM1', 'MPP1', 'SELPLG', 'TPST1', 'TRABD2A', 'MIA3', 'BIN1', 'SLC25A4', 'SLC25A5', 'SLC25A6', 'FOLH1', 'FOLR1', 'FOLR3', 'SGTA', 'ANXA3', 'ARL6IP5', 'SH3GL1', 'DBNL', 'NDST2', 'POMGNT1', 'ADGRL1', 'ST3GAL1', 'CHST1', 'NLGN1', 'APOL1', 'SLC1A2', 'MEAK7', 'SLC1A3', 'SLC1A5', 'SLC2A1', 'SLC2A3', 'ARF6', 'SCARF1', 'KLRK1', 'LY6D', 'ARHGDIA', 'ARHGDIB', 'CUTA', 'ATF6', 'SLC9A1', 'ATP6V1H', 'SPINT2', 'LAT', 'KHDRBS1', 'SLC16A1', 'DCD', 'TMEM132D', 'MTOR', 'FRZB', 'AOC3', 'DNAJC5', 'ATP1A1', 'ATP1A2', 'SNCA', 'SLC4A4', 'ATP1B1', 'VAMP8', 'ATP2A1', 'ATP2A2', 'ATP2A3', 'ATP2B4', 'ATP5F1A', 'XRCC6', 'SNX1', 'SNX2', 'ATP5F1B', 'SORD', 'SORL1', 'CHL1', 'ATP6V1A', 'ATP6V0C', 'ATP6V0A1', 'B4GALNT1', 'ATP6AP1', 'EMC3', 'EMC1', 'GALNT3', 'MYO1C', 'SPINT1', 'STK26', 'AZU1', 'SPTAN1', 'STARD10', 'SRI', 'ADGRB2', 'ADGRB3', 'CEACAM6', 'NCAM1', 'NCAM2', 'SRPRA', 'NCF2', 'NCF4', 'DLK1', 'SSR1', 'GCNT1', 'GCNT2', 'SSR2', 'TNFRSF17', 'APOBR', 'PGRMC1', 'DPM1', 'RCC2', 'CEACAM1', 'ADGRL4', 'NRP2', 'BID', 'GHR', 'RAB10', 'LYVE1', 'NEU1', 'MAN1A2', 'SYNJ1', 'ARL6IP1', 'VNN1', 'NBEAL2', 'A4GALT', 'VAMP2', 'VAMP7', 'TSPO', 'C1QBP', 'CRNN', 'GOLIM4', 'CPNE1', 'TOMM34', 'CKAP4', 'C8A', 'C8B', 'ADGRL2', 'RAB32', 'TAP1', 'ADGRL3', 'ADGRA3', 'ADGRD1', 'CA4', 'GP1BA', 'NPC1', 'CA12', 'FKBP15', 'HTRA2', 'CALR', 'NT5E', 'CAPN1', 'VSTM2A', 'CAPNS1', 'CLIC3', 'CAST', 'CXCL16', 'GRN', 'VSTM2B', 'CAV1', 'NCSTN', 'TGFBR2', 'TGM1', 'CD1B', 'OSBP', 'SLC44A1', 'NMI', 'SLC16A3', 'GYPA', 'SIGLEC6', 'GYPC', 'CD36', 'PCSK6', 'APOL3', 'CD59', 'CD68', 'MACF1', 'CD74', 'AKAP13', 'CD81', 'CD151', 'CLDN5', 'POFUT1', 'LRBA', 'SLC39A14', 'TNFRSF1B', 'TNFRSF1A', 'CDC42', 'CDH1', 'ARHGAP45', 'CDH5', 'SERPINA5', 'MAN1B1', 'NCKAP1L', 'IGSF8', 'PCSK2', 'ATXN2L', 'HIP1', 'CEACAM5', 'HLA-B', 'PDGFRB', 'ENPP1', 'CD300A', 'HLA-DRB1', 'ADGRG1', 'MGLL', 'ATP6V1F', 'HMOX1', 'PFKL', 'PFKM', 'PFKP', 'SRPRB', 'CEMIP2', 'C16orf89', 'COLEC12', 'CLPTM1L', 'NHERF1', 'TM9SF2', 'CLU', 'CLIC1', 'CLIC2', 'HPN', 'CLN5', 'CD101', 'PKD1', 'UMOD', 'SAMM50', 'FKBP8', 'APOL2', 'DNAJA1', 'SEC61A1', 'BCL2L13', 'PLP2', 'MTCH2', 'HSPA5', 'UTRN', 'NENF', 'CNTN1', 'VDAC1', 'VDAC2', 'VDAC3', 'TOM1L2', 'SLC25A24', 'ROBO4', 'VLDLR', 'CHST10', 'MTMR12', 'ADGRG3', 'COMT', 'GAL3ST1', 'ERO1A', 'BAG5', 'POTEF', 'BAG3', 'CLIC4', 'CPD', 'XPNPEP2', 'IFI35', 'ADGRA2', 'ENTPD4', 'PPL', 'GORASP2', 'CELSR1', 'IGF1R', 'PRF1', 'PRKAR2A', 'APPL1', 'CMTM5', 'GSDMA', 'IGSF1', 'IL1R1', 'CTSG', 'IL5RA', 'CYB5A', 'IL10RB', 'EPPK1', 'ACTBL2', 'TM9SF3', 'INSR', 'DAG1', 'SH3GLB2', 'C1GALT1', 'DBH', 'SIRPA', 'PTGFRN', 'LRP8', 'DEFB1', 'PTPN6', 'SLC38A10', 'PTPRC', 'MOGS', 'TOMM22', 'CANT1', 'PVR', 'NECTIN1', 'NECTIN2', 'TMEM132A', 'CYB5R3', 'SLC35F6', 'EMC10', 'RAB5B', 'RAB6A', 'BAG6', 'AMIGO2', 'ENTPD7', 'TOR1AIP2', 'KRT1', 'DGCR2', 'DPYSL2', 'RAP1B', 'RAP2B', 'RARRES1', 'DSC1', 'DSC3', 'APMAP', 'KTN1', 'TOM1', 'SLC44A2', 'TOR1A', 'GAL3ST4', 'DNM1L', 'LAMP1', 'LAMP2', 'SCAMP2', 'LBR', 'CUBN', 'ECE1', 'RHAG', 'PPIF', 'RHEB', 'ADGRG6', 'SH3GLB1', 'LMAN1', 'APPL2', 'EGFR', 'ADGRG2', 'TMEM132E', 'ATP6AP2', 'EIF2B1', 'GSDMD', 'IRAG2', 'SLC47A1', 'SLC7A5', 'POTEI', 'NAGPA', 'ENO1', 'ENO2', 'ENO3', 'MADCAM1', 'RPL7A', 'ARMH4', 'C2orf88', 'CA11', 'CYP4B1', 'FUT11', 'SARG']	0.3083665338645418	Cellular Component
GO:0022627	cytosolic small ribosomal subunit	cellular_component	5.879309200985896e-13	2.3773514384499377e-11	30	4582	40	['RPS2', 'RPS3', 'RPS3A', 'RPS4X', 'RPS5', 'RPS6', 'RPS7', 'RPS8', 'RPS9', 'RPS10', 'RPS11', 'RPS12', 'RPS13', 'RPS14', 'RPS15', 'RPS15A', 'RPS16', 'RPS17', 'RPS18', 'RPS19', 'RPS20', 'RPSA', 'RPS21', 'RPS23', 'RPS24', 'RPS25', 'RPS26', 'RPS27A', 'RPS28', 'DDX3X']	0.75	Cellular Component
GO:0001725	stress fiber	cellular_component	6.135349703107976e-13	2.3783943677227633e-11	36	4582	52	['TPM1', 'TPM3', 'TPM4', 'ABLIM1', 'SYNPO2', 'LIMA1', 'LDB3', 'MYH9', 'MYH10', 'MYL9', 'PDLIM3', 'MYLK', 'PDLIM1', 'PDLIM7', 'SEPTIN9', 'FHOD1', 'LPP', 'ACTA1', 'SEPTIN11', 'SYNPO', 'LIMCH1', 'ACTN1', 'CORO1B', 'DAAM1', 'SEPTIN7', 'LCP1', 'FSCN1', 'TEK', 'FHL3', 'ABLIM3', 'PALLD', 'ZYX', 'CNN2', 'PDLIM5', 'PTK2', 'PGM5']	0.6923076923076923	Cellular Component
GO:0005882	intermediate filament	cellular_component	6.183523720775732e-13	2.3783943677227633e-11	28	4582	35	['NEFM', 'VIM', 'KRT2', 'DES', 'NES', 'KRT5', 'NEFL', 'KRT8', 'KRT14', 'EPPK1', 'KRT15', 'INA', 'KRT75', 'LMNA', 'KRT18', 'PNN', 'DSP', 'KRT19', 'KRT31', 'HLA-DRB1', 'PKP1', 'MACF1', 'EVPL', 'PLEC', 'CLIP1', 'GFAP', 'KRT80', 'PPL']	0.8	Cellular Component
GO:0070062	extracellular exosome	cellular_component	7.679505658324205e-13	2.883471529327922e-11	64	4582	194	['HSPD1', 'QSOX1', 'PROM1', 'KRT13', 'RAP2B', 'AGO2', 'AOC1', 'PLAA', 'H3C1', 'PDCD6IP', 'CD9', 'EGF', 'ANPEP', 'FN1', 'H4C1', 'CLIC1', 'YBX1', 'PODXL', 'ANXA1', 'VASN', 'ANXA2', 'ADAM15', 'CD86', 'AHNAK', 'SERPINB3', 'ASAH2', 'ICAM1', 'NAGLU', 'SERPINE1', 'PKD1', 'SNX18', 'CD47', 'SRI', 'IST1', 'ACTG1', 'CD81', 'LAMP2', 'GPRC5C', 'TSG101', 'ALB', 'XPNPEP2', 'ITGA2B', 'PMEL', 'APOE', 'CUBN', 'ACY1', 'ALDOA', 'ACE', 'AQP1', 'MUC1', 'PPIA', 'NSUN2', 'RAB4A', 'HSPA4', 'HNRNPA2B1', 'RAB5B', 'BAG6', 'HSPA8', 'SERPINA5', 'SDCBP', 'GPRC5B', 'CA4', 'BHMT', 'SORD']	0.32989690721649484	Cellular Component
