group_name	group_id	subgroup_name	subgroup_id	reactome_id	pathway_name	n_genes	neutrophil_total	monocyte_total
Signal Transduction	R-HSA-162582	Signaling by Receptor Tyrosine Kinases	R-HSA-9006934	R-HSA-74751	Insulin receptor signalling cascade	1.0000	0.0021	0.0222
Signal Transduction	R-HSA-162582	Signaling by Receptor Tyrosine Kinases	R-HSA-9006934	R-HSA-9603505	NTRK3 as a dependence receptor	1.0000	0.1142	0.5075
Signal Transduction	R-HSA-162582	Signaling by Receptor Tyrosine Kinases	R-HSA-9006934	R-HSA-2404192	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	1.0000	0.0021	0.0222
Signal Transduction	R-HSA-162582	Signaling by Receptor Tyrosine Kinases	R-HSA-9006934	R-HSA-2428924	IGF1R signaling cascade	1.0000	0.0021	0.0222
Signal Transduction	R-HSA-162582	Signaling by Receptor Tyrosine Kinases	R-HSA-9006934	R-HSA-2428928	IRS-related events triggered by IGF1R	1.0000	0.0021	0.0222
Signal Transduction	R-HSA-162582	Signaling by Receptor Tyrosine Kinases	R-HSA-9006934	R-HSA-9034015	Signaling by NTRK3 (TRKC)	1.0000	0.1142	0.5075
Signal Transduction	R-HSA-162582	Signaling by Receptor Tyrosine Kinases	R-HSA-9006934	R-HSA-77387	Insulin receptor recycling	1.0000	0.0254	0.2829
Signal Transduction	R-HSA-162582	Signaling by Rho GTPases, Miro GTPases and RHOBTB3	R-HSA-9716542	R-HSA-9716542	Signaling by Rho GTPases, Miro GTPases and RHOBTB3	20.0000	2.6030	4.9056
Signal Transduction	R-HSA-162582	Signaling by Rho GTPases, Miro GTPases and RHOBTB3	R-HSA-9716542	R-HSA-9012999	RHO GTPase cycle	15.0000	1.2640	3.4198
Signal Transduction	R-HSA-162582	Signaling by Rho GTPases, Miro GTPases and RHOBTB3	R-HSA-9716542	R-HSA-194315	Signaling by Rho GTPases	15.0000	1.2640	3.4198
Signal Transduction	R-HSA-162582	Signaling by Rho GTPases, Miro GTPases and RHOBTB3	R-HSA-9716542	R-HSA-9013408	RHOG GTPase cycle	5.0000	0.0668	0.9749
Signal Transduction	R-HSA-162582	Signaling by Rho GTPases, Miro GTPases and RHOBTB3	R-HSA-9716542	R-HSA-9715370	Miro GTPase Cycle	5.0000	1.3390	1.4859
Signal Transduction	R-HSA-162582	Signaling by Rho GTPases, Miro GTPases and RHOBTB3	R-HSA-9716542	R-HSA-9013419	RHOT2 GTPase cycle	4.0000	0.7377	0.7064
Signal Transduction	R-HSA-162582	Signaling by Rho GTPases, Miro GTPases and RHOBTB3	R-HSA-9716542	R-HSA-8980692	RHOA GTPase cycle	3.0000	0.8953	1.0015
Signal Transduction	R-HSA-162582	Signaling by Rho GTPases, Miro GTPases and RHOBTB3	R-HSA-9716542	R-HSA-9013106	RHOC GTPase cycle	3.0000	0.8953	1.0015
Signal Transduction	R-HSA-162582	Signaling by Rho GTPases, Miro GTPases and RHOBTB3	R-HSA-9716542	R-HSA-9013404	RAC2 GTPase cycle	3.0000	0.1894	0.4935
Signal Transduction	R-HSA-162582	Signaling by Rho GTPases, Miro GTPases and RHOBTB3	R-HSA-9716542	R-HSA-9013407	RHOH GTPase cycle	3.0000	0.9437	1.1541
Signal Transduction	R-HSA-162582	Signaling by Rho GTPases, Miro GTPases and RHOBTB3	R-HSA-9716542	R-HSA-9013409	RHOJ GTPase cycle	2.0000	0.9306	1.0603
Signal Transduction	R-HSA-162582	Signaling by Rho GTPases, Miro GTPases and RHOBTB3	R-HSA-9716542	R-HSA-9013425	RHOT1 GTPase cycle	2.0000	0.6248	0.8770
Signal Transduction	R-HSA-162582	Signaling by Rho GTPases, Miro GTPases and RHOBTB3	R-HSA-9716542	R-HSA-9696273	RND1 GTPase cycle	1.0000	0.0165	0.1861
Signal Transduction	R-HSA-162582	Signaling by Rho GTPases, Miro GTPases and RHOBTB3	R-HSA-9716542	R-HSA-9696270	RND2 GTPase cycle	1.0000	0.0165	0.1861
Signal Transduction	R-HSA-162582	Signaling by Rho GTPases, Miro GTPases and RHOBTB3	R-HSA-9716542	R-HSA-9013406	RHOQ GTPase cycle	1.0000	0.8480	0.4209
Signal Transduction	R-HSA-162582	Signaling by Rho GTPases, Miro GTPases and RHOBTB3	R-HSA-9716542	R-HSA-9013405	RHOD GTPase cycle	1.0000	0.0002	0.0306
Signal Transduction	R-HSA-162582	Signaling by Rho GTPases, Miro GTPases and RHOBTB3	R-HSA-9716542	R-HSA-9013148	CDC42 GTPase cycle	1.0000	0.8480	0.4209
Signal Transduction	R-HSA-162582	Signaling by Rho GTPases, Miro GTPases and RHOBTB3	R-HSA-9716542	R-HSA-9013026	RHOB GTPase cycle	1.0000	0.8480	0.4209
Transport of small molecules	R-HSA-382551	ABC-family protein mediated transport	R-HSA-382556	R-HSA-382556	ABC-family protein mediated transport	8.0000	0.1282	0.9703
Transport of small molecules	R-HSA-382551	ABC-family protein mediated transport	R-HSA-382556	R-HSA-1369007	Mitochondrial ABC transporters	4.0000	0.0514	0.5628
Transport of small molecules	R-HSA-382551	ABC-family protein mediated transport	R-HSA-382556	R-HSA-1369062	ABC transporters in lipid homeostasis	4.0000	0.0768	0.4075
Transport of small molecules	R-HSA-382551	Aquaporin-mediated transport	R-HSA-445717	R-HSA-445717	Aquaporin-mediated transport	1.0000	0.4109	0.6219
Transport of small molecules	R-HSA-382551	Aquaporin-mediated transport	R-HSA-445717	R-HSA-432040	Vasopressin regulates renal water homeostasis via Aquaporins	1.0000	0.4109	0.6219
Transport of small molecules	R-HSA-382551	Ion channel transport	R-HSA-983712	R-HSA-983712	Ion channel transport	1.0000	0.8480	0.4209
Transport of small molecules	R-HSA-382551	Ion channel transport	R-HSA-983712	R-HSA-2672351	Stimuli-sensing channels	1.0000	0.8480	0.4209
Transport of small molecules	R-HSA-382551	Iron uptake and transport	R-HSA-917937	R-HSA-917937	Iron uptake and transport	2.0000	3.3309	3.1988
Transport of small molecules	R-HSA-382551	Miscellaneous transport and binding events	R-HSA-5223345	R-HSA-5223345	Miscellaneous transport and binding events	1.0000	0.0083	0.0984
Transport of small molecules	R-HSA-382551	Mitochondrial calcium ion transport	R-HSA-8949215	R-HSA-8949215	Mitochondrial calcium ion transport	21.0000	3.1239	7.7310
Transport of small molecules	R-HSA-382551	Mitochondrial calcium ion transport	R-HSA-8949215	R-HSA-8949664	Processing of SMDT1	15.0000	2.8007	6.0438
Transport of small molecules	R-HSA-382551	Plasma lipoprotein assembly, remodeling, and clearance	R-HSA-174824	R-HSA-174824	Plasma lipoprotein assembly, remodeling, and clearance	1.0000	0.4109	0.6219
Transport of small molecules	R-HSA-382551	Plasma lipoprotein assembly, remodeling, and clearance	R-HSA-174824	R-HSA-8963898	Plasma lipoprotein assembly	1.0000	0.4109	0.6219
Transport of small molecules	R-HSA-382551	Plasma lipoprotein assembly, remodeling, and clearance	R-HSA-174824	R-HSA-8963896	HDL assembly	1.0000	0.4109	0.6219
Transport of small molecules	R-HSA-382551	SLC-mediated transmembrane transport	R-HSA-425407	R-HSA-425407	SLC-mediated transmembrane transport	12.0000	0.3204	1.9840
Transport of small molecules	R-HSA-382551	SLC-mediated transmembrane transport	R-HSA-425407	R-HSA-425397	Transport of vitamins, nucleosides, and related molecules	4.0000	0.0727	1.0523
Transport of small molecules	R-HSA-382551	SLC-mediated transmembrane transport	R-HSA-425407	R-HSA-83936	Transport of nucleosides and free purine and pyrimidine bases across the plasma membrane	4.0000	0.0727	1.0523
Transport of small molecules	R-HSA-382551	SLC-mediated transmembrane transport	R-HSA-425407	R-HSA-9955298	SLC-mediated transport of organic anions	3.0000	0.0660	0.3691
Transport of small molecules	R-HSA-382551	SLC-mediated transmembrane transport	R-HSA-425407	R-HSA-428643	Organic anion transport by SLC5/17/25 transporters	3.0000	0.0660	0.3691
Transport of small molecules	R-HSA-382551	SLC-mediated transmembrane transport	R-HSA-425407	R-HSA-442660	SLC-mediated transport of neurotransmitters	2.0000	0.0023	0.0183
Transport of small molecules	R-HSA-382551	SLC-mediated transmembrane transport	R-HSA-425407	R-HSA-9958863	SLC-mediated transport of amino acids	1.0000	0.0150	0.0956
Transport of small molecules	R-HSA-382551	SLC-mediated transmembrane transport	R-HSA-425407	R-HSA-549127	SLC-mediated transport of organic cations	1.0000	0.0172	0.2203
Transport of small molecules	R-HSA-382551	SLC-mediated transmembrane transport	R-HSA-425407	R-HSA-425410	Metal ion SLC transporters	1.0000	0.1472	0.2283
Transport of small molecules	R-HSA-382551	SLC-mediated transmembrane transport	R-HSA-425407	R-HSA-425561	Sodium/Calcium exchangers	1.0000	0.1472	0.2283
Transport of small molecules	R-HSA-382551	SLC-mediated transmembrane transport	R-HSA-425407	R-HSA-352230	Amino acid transport across the plasma membrane	1.0000	0.0150	0.0956
Transport of small molecules	R-HSA-382551	Transport of small molecules	R-HSA-382551	R-HSA-382551	Transport of small molecules	45.0000	8.0234	14.7970
Vesicle-mediated transport	R-HSA-5653656	Binding and Uptake of Ligands by Scavenger Receptors	R-HSA-2173782	R-HSA-3000480	Scavenging by Class A Receptors	1.0000	3.3309	3.1988
Vesicle-mediated transport	R-HSA-5653656	Binding and Uptake of Ligands by Scavenger Receptors	R-HSA-2173782	R-HSA-2173782	Binding and Uptake of Ligands by Scavenger Receptors	1.0000	3.3309	3.1988
Vesicle-mediated transport	R-HSA-5653656	Membrane Trafficking	R-HSA-199991	R-HSA-199991	Membrane Trafficking	5.0000	4.3903	5.0321
Vesicle-mediated transport	R-HSA-5653656	Membrane Trafficking	R-HSA-199991	R-HSA-6811442	Intra-Golgi and retrograde Golgi-to-ER traffic	2.0000	0.2969	0.7853
Vesicle-mediated transport	R-HSA-5653656	Membrane Trafficking	R-HSA-199991	R-HSA-199992	trans-Golgi Network Vesicle Budding	2.0000	4.0678	4.1250
Vesicle-mediated transport	R-HSA-5653656	Membrane Trafficking	R-HSA-199991	R-HSA-432722	Golgi Associated Vesicle Biogenesis	2.0000	4.0678	4.1250
Vesicle-mediated transport	R-HSA-5653656	Membrane Trafficking	R-HSA-199991	R-HSA-432720	Lysosome Vesicle Biogenesis	1.0000	0.7369	0.9262
Vesicle-mediated transport	R-HSA-5653656	Membrane Trafficking	R-HSA-199991	R-HSA-6811434	COPI-dependent Golgi-to-ER retrograde traffic	1.0000	0.1541	0.4744
Vesicle-mediated transport	R-HSA-5653656	Membrane Trafficking	R-HSA-199991	R-HSA-6811438	Intra-Golgi traffic	1.0000	0.1428	0.3109
Vesicle-mediated transport	R-HSA-5653656	Membrane Trafficking	R-HSA-199991	R-HSA-8856688	Golgi-to-ER retrograde transport	1.0000	0.1541	0.4744
Vesicle-mediated transport	R-HSA-5653656	Vesicle-mediated transport	R-HSA-5653656	R-HSA-5653656	Vesicle-mediated transport	5.0000	4.3903	5.0321
