group_name	group_id	subgroup_name	subgroup_id	reactome_id	pathway_name	n_genes	neutrophil_total	monocyte_total
Disease	R-HSA-1643685	Diseases of metabolism	R-HSA-5668914	R-HSA-9955693	NAGS variants cause NAGS deficiency	1.0000	0.0002	0.0046
Disease	R-HSA-1643685	Diseases of metabolism	R-HSA-5668914	R-HSA-9955542	CPS1 variants cause CPS1 deficiency	1.0000	0.0032	0.0026
Disease	R-HSA-1643685	Diseases of metabolism	R-HSA-5668914	R-HSA-5578996	Defective CYP27A1 causes CTX	1.0000	0.0598	0.2021
Disease	R-HSA-1643685	Diseases of metabolism	R-HSA-5668914	R-HSA-5579009	Defective CYP11B2 causes CMO-1 deficiency	1.0000	0.0001	0.0002
Disease	R-HSA-1643685	Diseases of metabolism	R-HSA-5668914	R-HSA-5579010	Defective CYP24A1 causes HCAI	1.0000	0.0006	0.0006
Disease	R-HSA-1643685	Diseases of metabolism	R-HSA-5668914	R-HSA-5579012	Defective MAOA causes BRUNS	1.0000	0.3670	0.3096
Disease	R-HSA-1643685	Diseases of metabolism	R-HSA-5668914	R-HSA-5579014	Defective CYP27B1 causes VDDR1A	1.0000	0.0001	0.0002
Disease	R-HSA-1643685	Diseases of metabolism	R-HSA-5668914	R-HSA-5659996	RPIA deficiency: failed conversion of R5P to RU5P	1.0000	0.0329	0.1195
Disease	R-HSA-1643685	Diseases of metabolism	R-HSA-5668914	R-HSA-6791465	Pentose phosphate pathway disease	1.0000	0.0329	0.1195
Disease	R-HSA-1643685	Diseases of metabolism	R-HSA-5668914	R-HSA-6791461	RPIA deficiency: failed conversion of RU5P to R5P	1.0000	0.0329	0.1195
Disease	R-HSA-1643685	Diseases of metabolism	R-HSA-5668914	R-HSA-5662853	Essential pentosuria	1.0000	0.0295	0.1697
Disease	R-HSA-1643685	Diseases of metabolism	R-HSA-5668914	R-HSA-5579017	Defective CYP11B1 causes AH4	1.0000	0.0001	0.0002
Disease	R-HSA-1643685	Diseases of metabolism	R-HSA-5668914	R-HSA-3359471	Defective MMAB causes MMA, cblB type	1.0000	0.0040	0.0373
Disease	R-HSA-1643685	Diseases of metabolism	R-HSA-5668914	R-HSA-3359473	Defective MMADHC causes MMAHCD	1.0000	0.3611	0.2497
Disease	R-HSA-1643685	Diseases of programmed cell death	R-HSA-9645723	R-HSA-9645723	Diseases of programmed cell death	5.0000	3.1432	2.4843
Disease	R-HSA-1643685	Diseases of programmed cell death	R-HSA-9645723	R-HSA-9734009	Defective Intrinsic Pathway for Apoptosis	4.0000	2.5434	2.0975
Disease	R-HSA-1643685	Diseases of programmed cell death	R-HSA-9645723	R-HSA-8862803	Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimer's disease models	3.0000	2.5401	1.7887
Disease	R-HSA-1643685	Diseases of programmed cell death	R-HSA-9645723	R-HSA-8863678	Neurodegenerative Diseases	3.0000	2.5401	1.7887
Disease	R-HSA-1643685	Diseases of programmed cell death	R-HSA-9645723	R-HSA-9645722	Defective Intrinsic Pathway for Apoptosis Due to p14ARF Loss of Function	1.0000	0.0033	0.3088
Disease	R-HSA-1643685	Diseases of programmed cell death	R-HSA-9645723	R-HSA-9686347	Microbial modulation of RIPK1-mediated regulated necrosis	1.0000	0.5998	0.3868
Disease	R-HSA-1643685	Diseases of programmed cell death	R-HSA-9645723	R-HSA-9693928	Defective RIPK1-mediated regulated necrosis	1.0000	0.5998	0.3868
Disease	R-HSA-1643685	Diseases of signal transduction by growth factor receptors and second messengers	R-HSA-5663202	R-HSA-5663202	Diseases of signal transduction by growth factor receptors and second messengers	7.0000	4.3536	3.9195
Disease	R-HSA-1643685	Diseases of signal transduction by growth factor receptors and second messengers	R-HSA-5663202	R-HSA-6802957	Oncogenic MAPK signaling	3.0000	0.2195	1.3951
Disease	R-HSA-1643685	Diseases of signal transduction by growth factor receptors and second messengers	R-HSA-5663202	R-HSA-6802952	Signaling by BRAF and RAF1 fusions	3.0000	0.2195	1.3951
Disease	R-HSA-1643685	Diseases of signal transduction by growth factor receptors and second messengers	R-HSA-5663202	R-HSA-9725370	Signaling by ALK fusions and activated point mutants	2.0000	3.9109	2.1812
Disease	R-HSA-1643685	Diseases of signal transduction by growth factor receptors and second messengers	R-HSA-5663202	R-HSA-9700206	Signaling by ALK in cancer	2.0000	3.9109	2.1812
Disease	R-HSA-1643685	Diseases of signal transduction by growth factor receptors and second messengers	R-HSA-5663202	R-HSA-9702518	STAT5 activation downstream of FLT3 ITD mutants	1.0000	0.1333	0.2124
Disease	R-HSA-1643685	Diseases of signal transduction by growth factor receptors and second messengers	R-HSA-5663202	R-HSA-9703648	Signaling by FLT3 ITD and TKD mutants	1.0000	0.1333	0.2124
Disease	R-HSA-1643685	Diseases of signal transduction by growth factor receptors and second messengers	R-HSA-5663202	R-HSA-9682385	FLT3 signaling in disease	1.0000	0.1333	0.2124
Disease	R-HSA-1643685	Diseases of signal transduction by growth factor receptors and second messengers	R-HSA-5663202	R-HSA-9725371	Nuclear events stimulated by ALK signaling in cancer	1.0000	1.6770	0.3197
Disease	R-HSA-1643685	Diseases of signal transduction by growth factor receptors and second messengers	R-HSA-5663202	R-HSA-5674400	Constitutive Signaling by AKT1 E17K in Cancer	1.0000	0.0899	0.1307
Disease	R-HSA-1643685	Diseases of signal transduction by growth factor receptors and second messengers	R-HSA-5663202	R-HSA-2219528	PI3K/AKT Signaling in Cancer	1.0000	0.0899	0.1307
Disease	R-HSA-1643685	Disorders of Developmental Biology	R-HSA-9675151	R-HSA-9697154	Disorders of Nervous System Development	1.0000	0.4109	0.6219
Disease	R-HSA-1643685	Disorders of Developmental Biology	R-HSA-9675151	R-HSA-9675151	Disorders of Developmental Biology	1.0000	0.4109	0.6219
Disease	R-HSA-1643685	Disorders of Developmental Biology	R-HSA-9675151	R-HSA-9022535	Loss of phosphorylation of MECP2 at T308	1.0000	0.4109	0.6219
Disease	R-HSA-1643685	Disorders of Developmental Biology	R-HSA-9675151	R-HSA-9005895	Pervasive developmental disorders	1.0000	0.4109	0.6219
Disease	R-HSA-1643685	Disorders of Developmental Biology	R-HSA-9675151	R-HSA-9005891	Loss of function of MECP2 in Rett syndrome	1.0000	0.4109	0.6219
Disease	R-HSA-1643685	Disorders of transmembrane transporters	R-HSA-5619115	R-HSA-5619084	ABC transporter disorders	2.0000	0.0326	0.1333
Disease	R-HSA-1643685	Disorders of transmembrane transporters	R-HSA-5619115	R-HSA-5619115	Disorders of transmembrane transporters	2.0000	0.0326	0.1333
Disease	R-HSA-1643685	Disorders of transmembrane transporters	R-HSA-5619115	R-HSA-5683371	Defective ABCB6 causes MCOPCB7	1.0000	0.0013	0.0006
Disease	R-HSA-1643685	Disorders of transmembrane transporters	R-HSA-5619115	R-HSA-5684045	Defective ABCD1 causes ALD	1.0000	0.0313	0.1327
Disease	R-HSA-1643685	Infectious disease	R-HSA-5663205	R-HSA-5663205	Infectious disease	16.0000	1.9351	5.4393
Disease	R-HSA-1643685	Infectious disease	R-HSA-5663205	R-HSA-9824446	Viral Infection Pathways	13.0000	0.6981	3.8588
Disease	R-HSA-1643685	Infectious disease	R-HSA-5663205	R-HSA-9679506	SARS-CoV Infections	6.0000	0.4550	2.1190
Disease	R-HSA-1643685	Infectious disease	R-HSA-5663205	R-HSA-9694516	SARS-CoV-2 Infection	4.0000	0.3129	1.2988
Disease	R-HSA-1643685	Infectious disease	R-HSA-5663205	R-HSA-9839923	Dengue Virus Infection	4.0000	0.2581	0.6908
Disease	R-HSA-1643685	Infectious disease	R-HSA-5663205	R-HSA-176033	Interactions of Vpr with host cellular proteins	3.0000	0.0669	0.9549
Disease	R-HSA-1643685	Infectious disease	R-HSA-5663205	R-HSA-9918481	Dengue Virus-Host Interactions	3.0000	0.2575	0.6783
Disease	R-HSA-1643685	Infectious disease	R-HSA-5663205	R-HSA-180897	Vpr-mediated induction of apoptosis by mitochondrial outer membrane permeabilization	3.0000	0.0669	0.9549
Disease	R-HSA-1643685	Infectious disease	R-HSA-5663205	R-HSA-9705683	SARS-CoV-2-host interactions	3.0000	0.1478	0.9470
Disease	R-HSA-1643685	Infectious disease	R-HSA-5663205	R-HSA-9678108	SARS-CoV-1 Infection	3.0000	0.2526	0.6645
Disease	R-HSA-1643685	Infectious disease	R-HSA-5663205	R-HSA-9692914	SARS-CoV-1-host interactions	3.0000	0.2526	0.6645
Disease	R-HSA-1643685	Infectious disease	R-HSA-5663205	R-HSA-162909	Host Interactions of HIV factors	3.0000	0.0669	0.9549
Disease	R-HSA-1643685	Infectious disease	R-HSA-5663205	R-HSA-162906	HIV Infection	3.0000	0.0669	0.9549
Disease	R-HSA-1643685	Infectious disease	R-HSA-5663205	R-HSA-9824443	Parasitic Infection Pathways	2.0000	0.5401	1.0158
Disease	R-HSA-1643685	Infectious disease	R-HSA-5663205	R-HSA-9664433	Leishmania parasite growth and survival	2.0000	0.5401	1.0158
Disease	R-HSA-1643685	Infectious disease	R-HSA-5663205	R-HSA-9664323	FCGR3A-mediated IL10 synthesis	2.0000	0.5401	1.0158
Disease	R-HSA-1643685	Infectious disease	R-HSA-5663205	R-HSA-9662851	Anti-inflammatory response favouring Leishmania parasite infection	2.0000	0.5401	1.0158
Disease	R-HSA-1643685	Infectious disease	R-HSA-5663205	R-HSA-9658195	Leishmania infection	2.0000	0.5401	1.0158
Disease	R-HSA-1643685	Infectious disease	R-HSA-5663205	R-HSA-9918487	Dengue Virus Genome Translation and Replication	2.0000	0.0017	0.0403
Disease	R-HSA-1643685	Infectious disease	R-HSA-5663205	R-HSA-9692916	SARS-CoV-1 activates/modulates innate immune responses	2.0000	0.1193	0.4520
Disease	R-HSA-1643685	Infectious disease	R-HSA-5663205	R-HSA-9705671	SARS-CoV-2 activates/modulates innate and adaptive immune responses	2.0000	0.1193	0.4520
Disease	R-HSA-1643685	Infectious disease	R-HSA-5663205	R-HSA-168255	Influenza Infection	2.0000	0.0297	0.3914
Disease	R-HSA-1643685	Infectious disease	R-HSA-5663205	R-HSA-192823	Viral mRNA Translation	1.0000	0.0297	0.3914
Disease	R-HSA-1643685	Infectious disease	R-HSA-5663205	R-HSA-9694676	Translation of Replicase and Assembly of the Replication Transcription Complex	1.0000	0.1651	0.3518
Disease	R-HSA-1643685	Infectious disease	R-HSA-5663205	R-HSA-9679191	Potential therapeutics for SARS	1.0000	0.0088	0.6077
Disease	R-HSA-1643685	Infectious disease	R-HSA-5663205	R-HSA-9660821	ADORA2B mediated anti-inflammatory cytokines production	1.0000	0.4109	0.6219
Disease	R-HSA-1643685	Infectious disease	R-HSA-5663205	R-HSA-9692913	SARS-CoV-1-mediated effects on programmed cell death	1.0000	0.1333	0.2124
Disease	R-HSA-1643685	Infectious disease	R-HSA-5663205	R-HSA-9694301	Maturation of replicase proteins	1.0000	0.1651	0.3518
Disease	R-HSA-1643685	Infectious disease	R-HSA-5663205	R-HSA-9918432	Maturation of DENV proteins	1.0000	0.0006	0.0124
Disease	R-HSA-1643685	Infectious disease	R-HSA-5663205	R-HSA-9920588	Dengue virus activates/modulates innate and adaptive immune responses	1.0000	0.1115	0.2973
Disease	R-HSA-1643685	Infectious disease	R-HSA-5663205	R-HSA-9772572	Early SARS-CoV-2 Infection Events	1.0000	0.1651	0.3518
Disease	R-HSA-1643685	Infectious disease	R-HSA-5663205	R-HSA-168273	Influenza Viral RNA Transcription and Replication	1.0000	0.0297	0.3914
Disease	R-HSA-1643685	Infectious disease	R-HSA-5663205	R-HSA-9754560	SARS-CoV-2 modulates autophagy	1.0000	0.0285	0.4949
Disease	R-HSA-1643685	Infectious disease	R-HSA-5663205	R-HSA-168277	Influenza Virus Induced Apoptosis	1.0000	0.0000	0.0000
Disease	R-HSA-1643685	Infectious disease	R-HSA-5663205	R-HSA-9820952	Respiratory Syncytial Virus Infection Pathway	1.0000	0.1115	0.2973
Disease	R-HSA-1643685	Infectious disease	R-HSA-5663205	R-HSA-9824439	Bacterial Infection Pathways	1.0000	0.6969	0.5647
Disease	R-HSA-1643685	Infectious disease	R-HSA-5663205	R-HSA-9833110	RSV-host interactions	1.0000	0.1115	0.2973
Disease	R-HSA-1643685	Infectious disease	R-HSA-5663205	R-HSA-9833109	Evasion by RSV of host interferon responses	1.0000	0.1115	0.2973
Disease	R-HSA-1643685	Infectious disease	R-HSA-5663205	R-HSA-5336415	Uptake and function of diphtheria toxin	1.0000	0.6969	0.5647
Disease	R-HSA-1643685	Infectious disease	R-HSA-5663205	R-HSA-5339562	Uptake and actions of bacterial toxins	1.0000	0.6969	0.5647
Drug ADME	R-HSA-9748784	Aspirin ADME	R-HSA-9749641	R-HSA-9749641	Aspirin ADME	5.0000	0.0050	0.0037
Drug ADME	R-HSA-9748784	Azathioprine ADME	R-HSA-9748787	R-HSA-9748787	Azathioprine ADME	1.0000	0.2218	0.6763
Drug ADME	R-HSA-9748784	Drug ADME	R-HSA-9748784	R-HSA-9748784	Drug ADME	6.0000	0.2268	0.6799
Extracellular matrix organization	R-HSA-1474244	Degradation of the extracellular matrix	R-HSA-1474228	R-HSA-1474228	Degradation of the extracellular matrix	1.0000	0.0973	0.1751
Extracellular matrix organization	R-HSA-1474244	Extracellular matrix organization	R-HSA-1474244	R-HSA-1474244	Extracellular matrix organization	1.0000	0.0973	0.1751
Gene expression (Transcription)	R-HSA-74160	Epigenetic regulation of gene expression	R-HSA-212165	R-HSA-9917777	Epigenetic regulation by WDR5-containing histone modifying complexes	4.0000	3.4706	2.5824
Gene expression (Transcription)	R-HSA-74160	Epigenetic regulation of gene expression	R-HSA-212165	R-HSA-9841922	MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis	4.0000	3.4706	2.5824
Gene expression (Transcription)	R-HSA-74160	Epigenetic regulation of gene expression	R-HSA-212165	R-HSA-212165	Epigenetic regulation of gene expression	4.0000	3.4706	2.5824
Gene expression (Transcription)	R-HSA-74160	Epigenetic regulation of gene expression	R-HSA-212165	R-HSA-9851695	Epigenetic regulation of adipogenesis genes by MLL3 and MLL4 complexes	4.0000	3.4706	2.5824
Gene expression (Transcription)	R-HSA-74160	Epigenetic regulation of gene expression	R-HSA-212165	R-HSA-9818564	Epigenetic regulation of gene expression by MLL3 and MLL4 complexes	4.0000	3.4706	2.5824
Gene expression (Transcription)	R-HSA-74160	Gene Silencing by RNA	R-HSA-211000	R-HSA-211000	Gene Silencing by RNA	3.0000	0.0082	0.0987
Gene expression (Transcription)	R-HSA-74160	Gene Silencing by RNA	R-HSA-211000	R-HSA-5601884	PIWI-interacting RNA (piRNA) biogenesis	2.0000	0.0039	0.0046
Gene expression (Transcription)	R-HSA-74160	Gene Silencing by RNA	R-HSA-211000	R-HSA-9708296	tRNA-derived small RNA (tsRNA or tRNA-related fragment, tRF) biogenesis	1.0000	0.0043	0.0940
Gene expression (Transcription)	R-HSA-74160	Gene expression (Transcription)	R-HSA-74160	R-HSA-74160	Gene expression (Transcription)	57.0000	20.1877	37.7068
Gene expression (Transcription)	R-HSA-74160	RNA Polymerase II Transcription	R-HSA-73857	R-HSA-73857	RNA Polymerase II Transcription	47.0000	16.6023	34.5958
Gene expression (Transcription)	R-HSA-74160	RNA Polymerase II Transcription	R-HSA-73857	R-HSA-212436	Generic Transcription Pathway	47.0000	16.6023	34.5958
Gene expression (Transcription)	R-HSA-74160	RNA Polymerase II Transcription	R-HSA-73857	R-HSA-3700989	Transcriptional Regulation by TP53	39.0000	12.9828	31.1496
Gene expression (Transcription)	R-HSA-74160	RNA Polymerase II Transcription	R-HSA-73857	R-HSA-5628897	TP53 Regulates Metabolic Genes	28.0000	10.7415	27.5352
Gene expression (Transcription)	R-HSA-74160	RNA Polymerase II Transcription	R-HSA-73857	R-HSA-5633008	TP53 Regulates Transcription of Cell Death Genes	9.0000	2.0106	3.2697
Gene expression (Transcription)	R-HSA-74160	RNA Polymerase II Transcription	R-HSA-73857	R-HSA-6803204	TP53 Regulates Transcription of Genes Involved in Cytochrome C Release	9.0000	2.0106	3.2697
Gene expression (Transcription)	R-HSA-74160	RNA Polymerase II Transcription	R-HSA-73857	R-HSA-9614085	FOXO-mediated transcription	6.0000	3.2365	2.5471
Gene expression (Transcription)	R-HSA-74160	RNA Polymerase II Transcription	R-HSA-73857	R-HSA-9615017	FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	3.0000	2.8402	1.9542
Gene expression (Transcription)	R-HSA-74160	RNA Polymerase II Transcription	R-HSA-73857	R-HSA-9614657	FOXO-mediated transcription of cell death genes	3.0000	0.3963	0.5929
Gene expression (Transcription)	R-HSA-74160	RNA Polymerase II Transcription	R-HSA-73857	R-HSA-6804756	Regulation of TP53 Activity through Phosphorylation	2.0000	0.2307	0.3447
Gene expression (Transcription)	R-HSA-74160	RNA Polymerase II Transcription	R-HSA-73857	R-HSA-5633007	Regulation of TP53 Activity	2.0000	0.2307	0.3447
Gene expression (Transcription)	R-HSA-74160	RNA Polymerase II Transcription	R-HSA-73857	R-HSA-9617629	Regulation of FOXO transcriptional activity by acetylation	1.0000	0.0166	0.0479
Gene expression (Transcription)	R-HSA-74160	RNA Polymerase II Transcription	R-HSA-73857	R-HSA-6791312	TP53 Regulates Transcription of Cell Cycle Genes	1.0000	0.1142	0.5075
Gene expression (Transcription)	R-HSA-74160	RNA Polymerase II Transcription	R-HSA-73857	R-HSA-6804114	TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest	1.0000	0.1142	0.5075
Gene expression (Transcription)	R-HSA-74160	RNA Polymerase II Transcription	R-HSA-73857	R-HSA-9022692	Regulation of MECP2 expression and activity	1.0000	0.4109	0.6219
Gene expression (Transcription)	R-HSA-74160	RNA Polymerase II Transcription	R-HSA-73857	R-HSA-8931987	RUNX1 regulates estrogen receptor mediated transcription	1.0000	0.0032	0.0393
Gene expression (Transcription)	R-HSA-74160	RNA Polymerase II Transcription	R-HSA-73857	R-HSA-8878171	Transcriptional regulation by RUNX1	1.0000	0.0032	0.0393
Gene expression (Transcription)	R-HSA-74160	RNA Polymerase II Transcription	R-HSA-73857	R-HSA-8878166	Transcriptional regulation by RUNX2	1.0000	0.1142	0.5075
Gene expression (Transcription)	R-HSA-74160	RNA Polymerase II Transcription	R-HSA-73857	R-HSA-8878159	Transcriptional regulation by RUNX3	1.0000	0.0925	0.3511
Gene expression (Transcription)	R-HSA-74160	RNA Polymerase II Transcription	R-HSA-73857	R-HSA-8869496	TFAP2A acts as a transcriptional repressor during retinoic acid induced cell differentiation	1.0000	0.0430	0.3325
Gene expression (Transcription)	R-HSA-74160	RNA Polymerase II Transcription	R-HSA-73857	R-HSA-8864260	Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	1.0000	0.0430	0.3325
Gene expression (Transcription)	R-HSA-74160	RNA Polymerase II Transcription	R-HSA-73857	R-HSA-8986944	Transcriptional Regulation by MECP2	1.0000	0.4109	0.6219
Gene expression (Transcription)	R-HSA-74160	RNA Polymerase II Transcription	R-HSA-73857	R-HSA-8952158	RUNX3 regulates BCL2L11 (BIM) transcription	1.0000	0.0925	0.3511
Gene expression (Transcription)	R-HSA-74160	Transcription from mitochondrial promoters	R-HSA-75944	R-HSA-75944	Transcription from mitochondrial promoters	4.0000	0.1098	0.4692
Gene expression (Transcription)	R-HSA-74160	Transcription from mitochondrial promoters	R-HSA-75944	R-HSA-163282	Mitochondrial transcription initiation	3.0000	0.0917	0.3907
Gene expression (Transcription)	R-HSA-74160	Transcription from mitochondrial promoters	R-HSA-75944	R-HSA-163316	Mitochondrial transcription termination	1.0000	0.0181	0.0785
Hemostasis	R-HSA-109582	Cell surface interactions at the vascular wall	R-HSA-202733	R-HSA-202733	Cell surface interactions at the vascular wall	1.0000	0.0103	0.2806
Hemostasis	R-HSA-109582	Factors involved in megakaryocyte development and platelet production	R-HSA-983231	R-HSA-983231	Factors involved in megakaryocyte development and platelet production	6.0000	1.6213	1.8083
Hemostasis	R-HSA-109582	Hemostasis	R-HSA-109582	R-HSA-109582	Hemostasis	10.0000	1.8056	2.6708
Hemostasis	R-HSA-109582	Platelet activation, signaling and aggregation	R-HSA-76002	R-HSA-76002	Platelet activation, signaling and aggregation	2.0000	0.0536	0.5269
Hemostasis	R-HSA-109582	Platelet activation, signaling and aggregation	R-HSA-76002	R-HSA-76005	Response to elevated platelet cytosolic Ca2+	2.0000	0.0536	0.5269
Hemostasis	R-HSA-109582	Platelet activation, signaling and aggregation	R-HSA-76002	R-HSA-114608	Platelet degranulation	2.0000	0.0536	0.5269
Hemostasis	R-HSA-109582	Platelet homeostasis	R-HSA-418346	R-HSA-418346	Platelet homeostasis	1.0000	0.1205	0.0550
Hemostasis	R-HSA-109582	Platelet homeostasis	R-HSA-418346	R-HSA-418457	cGMP effects	1.0000	0.1205	0.0550
Hemostasis	R-HSA-109582	Platelet homeostasis	R-HSA-418346	R-HSA-392154	Nitric oxide stimulates guanylate cyclase	1.0000	0.1205	0.0550
Immune System	R-HSA-168256	Adaptive Immune System	R-HSA-1280218	R-HSA-1280218	Adaptive Immune System	6.0000	0.8273	1.5781
Immune System	R-HSA-168256	Adaptive Immune System	R-HSA-1280218	R-HSA-983169	Class I MHC mediated antigen processing & presentation	2.0000	0.1411	0.2978
Immune System	R-HSA-168256	Adaptive Immune System	R-HSA-1280218	R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	2.0000	0.1411	0.2978
Immune System	R-HSA-168256	Adaptive Immune System	R-HSA-1280218	R-HSA-2132295	MHC class II antigen presentation	1.0000	0.1440	0.2423
Immune System	R-HSA-168256	Adaptive Immune System	R-HSA-1280218	R-HSA-983705	Signaling by the B Cell Receptor (BCR)	1.0000	0.1292	0.3939
Immune System	R-HSA-168256	Adaptive Immune System	R-HSA-1280218	R-HSA-983695	Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	1.0000	0.1292	0.3939
Immune System	R-HSA-168256	Adaptive Immune System	R-HSA-1280218	R-HSA-392517	Rap1 signalling	1.0000	0.4109	0.6219
Immune System	R-HSA-168256	Adaptive Immune System	R-HSA-1280218	R-HSA-388841	Regulation of T cell activation by CD28 family	1.0000	0.0021	0.0222
Immune System	R-HSA-168256	Adaptive Immune System	R-HSA-1280218	R-HSA-389356	Co-stimulation by CD28	1.0000	0.0021	0.0222
Immune System	R-HSA-168256	Adaptive Immune System	R-HSA-1280218	R-HSA-389357	CD28 dependent PI3K/Akt signaling	1.0000	0.0021	0.0222
Immune System	R-HSA-168256	Cytokine Signaling in Immune system	R-HSA-1280215	R-HSA-1280215	Cytokine Signaling in Immune system	15.0000	6.9784	6.8242
Immune System	R-HSA-168256	Cytokine Signaling in Immune system	R-HSA-1280215	R-HSA-449147	Signaling by Interleukins	11.0000	6.6224	5.8776
Immune System	R-HSA-168256	Cytokine Signaling in Immune system	R-HSA-1280215	R-HSA-6785807	Interleukin-4 and Interleukin-13 signaling	4.0000	2.7416	2.4361
Immune System	R-HSA-168256	Cytokine Signaling in Immune system	R-HSA-1280215	R-HSA-447115	Interleukin-12 family signaling	3.0000	2.6870	2.2050
Immune System	R-HSA-168256	Cytokine Signaling in Immune system	R-HSA-1280215	R-HSA-1169410	Antimicrobial mechanism of IFN-stimulated genes	3.0000	0.2635	0.5955
Immune System	R-HSA-168256	Cytokine Signaling in Immune system	R-HSA-1280215	R-HSA-9020591	Interleukin-12 signaling	3.0000	2.6870	2.2050
Immune System	R-HSA-168256	Cytokine Signaling in Immune system	R-HSA-1280215	R-HSA-913531	Interferon Signaling	3.0000	0.2635	0.5955
Immune System	R-HSA-168256	Cytokine Signaling in Immune system	R-HSA-1280215	R-HSA-8950505	Gene and protein expression by JAK-STAT signaling after Interleukin-12 stimulation	3.0000	2.6870	2.2050
Immune System	R-HSA-168256	Cytokine Signaling in Immune system	R-HSA-1280215	R-HSA-9833482	PKR-mediated signaling	2.0000	0.2339	0.4620
Immune System	R-HSA-168256	Cytokine Signaling in Immune system	R-HSA-1280215	R-HSA-9020702	Interleukin-1 signaling	2.0000	0.6856	0.4395
Immune System	R-HSA-168256	Cytokine Signaling in Immune system	R-HSA-1280215	R-HSA-446652	Interleukin-1 family signaling	2.0000	0.6856	0.4395
Immune System	R-HSA-168256	Cytokine Signaling in Immune system	R-HSA-1280215	R-HSA-449836	Other interleukin signaling	1.0000	0.0973	0.1751
Immune System	R-HSA-168256	Cytokine Signaling in Immune system	R-HSA-1280215	R-HSA-512988	Interleukin-3, Interleukin-5 and GM-CSF signaling	1.0000	0.4109	0.6219
Immune System	R-HSA-168256	Cytokine Signaling in Immune system	R-HSA-1280215	R-HSA-9607240	FLT3 Signaling	1.0000	0.0925	0.3511
Immune System	R-HSA-168256	Cytokine Signaling in Immune system	R-HSA-1280215	R-HSA-8983711	OAS antiviral response	1.0000	0.0296	0.1335
Immune System	R-HSA-168256	Immune System	R-HSA-168256	R-HSA-168256	Immune System	39.0000	13.0506	16.3506
Immune System	R-HSA-168256	Innate Immune System	R-HSA-168249	R-HSA-168249	Innate Immune System	27.0000	7.2311	10.7630
Immune System	R-HSA-168256	Innate Immune System	R-HSA-168249	R-HSA-6798695	Neutrophil degranulation	15.0000	5.5488	7.8221
Immune System	R-HSA-168256	Innate Immune System	R-HSA-168249	R-HSA-168643	Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways	4.0000	0.8304	0.7825
Immune System	R-HSA-168256	Innate Immune System	R-HSA-168249	R-HSA-168928	DDX58/IFIH1-mediated induction of interferon-alpha/beta	4.0000	0.8049	0.8915
Immune System	R-HSA-168256	Innate Immune System	R-HSA-168249	R-HSA-168142	Toll Like Receptor 10 (TLR10) Cascade	3.0000	0.6916	0.5933
Immune System	R-HSA-168256	Innate Immune System	R-HSA-168249	R-HSA-181438	Toll Like Receptor 2 (TLR2) Cascade	3.0000	0.6916	0.5933
Immune System	R-HSA-168256	Innate Immune System	R-HSA-168249	R-HSA-5621481	C-type lectin receptors (CLRs)	3.0000	1.1398	1.4026
Immune System	R-HSA-168256	Innate Immune System	R-HSA-168249	R-HSA-166016	Toll Like Receptor 4 (TLR4) Cascade	3.0000	0.6916	0.5933
Immune System	R-HSA-168256	Innate Immune System	R-HSA-168249	R-HSA-168176	Toll Like Receptor 5 (TLR5) Cascade	3.0000	0.6916	0.5933
Immune System	R-HSA-168256	Innate Immune System	R-HSA-168249	R-HSA-168179	Toll Like Receptor TLR1:TLR2 Cascade	3.0000	0.6916	0.5933
Immune System	R-HSA-168256	Innate Immune System	R-HSA-168249	R-HSA-168181	Toll Like Receptor 7/8 (TLR7/8) Cascade	3.0000	0.6916	0.5933
Immune System	R-HSA-168256	Innate Immune System	R-HSA-168249	R-HSA-168188	Toll Like Receptor TLR6:TLR2 Cascade	3.0000	0.6916	0.5933
Immune System	R-HSA-168256	Innate Immune System	R-HSA-168249	R-HSA-168138	Toll Like Receptor 9 (TLR9) Cascade	3.0000	0.6916	0.5933
Immune System	R-HSA-168256	Innate Immune System	R-HSA-168249	R-HSA-975155	MyD88 dependent cascade initiated on endosome	3.0000	0.6916	0.5933
Immune System	R-HSA-168256	Innate Immune System	R-HSA-168249	R-HSA-975138	TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation	3.0000	0.6916	0.5933
Immune System	R-HSA-168256	Innate Immune System	R-HSA-168249	R-HSA-975871	MyD88 cascade initiated on plasma membrane	3.0000	0.6916	0.5933
Immune System	R-HSA-168256	Innate Immune System	R-HSA-168249	R-HSA-168898	Toll-like Receptor Cascades	3.0000	0.6916	0.5933
Immune System	R-HSA-168256	Innate Immune System	R-HSA-168249	R-HSA-166058	MyD88:MAL(TIRAP) cascade initiated on plasma membrane	3.0000	0.6916	0.5933
Immune System	R-HSA-168256	Innate Immune System	R-HSA-168249	R-HSA-622312	Inflammasomes	2.0000	0.1407	0.2650
